edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
30.0,1,1.78,19.83,62.76,5.6,3.9,3.6,4.6,6.0,6466.0,2.8,41.0,3.1,7.4,82.3,24.6,4.4,1.6,2.7,6.6,28.0,46.29,58.64
40.0,0,1.77,13.82,43.28,5.2,3.0,6.5,4.9,6.1,6833.0,3.3,41.0,6.7,1.2,112.4,5.0,6.3,1.0,1.6,6.4,10.0,44.47,44.09
64.0,0,1.66,13.2,36.54,6.7,5.3,6.7,5.7,7.2,8016.0,3.1,64.0,1.7,10.0,134.4,23.7,4.2,0.4,2.1,2.7,7.0,54.64,39.41
41.0,0,1.63,27.66,73.4,8.2,7.2,6.9,1.9,4.4,8701.0,4.0,86.0,2.3,7.1,91.3,25.5,1.1,0.7,0.9,0.7,10.0,68.88,43.22
33.0,1,1.78,19.51,61.58,5.9,5.2,8.0,6.6,8.5,7641.0,3.6,56.0,7.6,1.4,105.7,26.9,4.7,1.7,2.4,0.6,13.0,86.66,19.55
48.0,1,1.77,19.69,61.7,5.8,3.7,5.1,0.5,2.4,7009.0,2.1,48.0,4.9,4.8,78.2,12.5,0.3,0.2,3.2,9.0,3.0,51.41,35.99
29.0,0,1.82,24.34,80.44,8.0,7.8,2.2,2.8,6.2,7960.0,2.8,61.0,4.0,7.5,90.4,26.8,5.7,0.8,1.3,0.1,35.0,70.08,84.87
22.0,0,1.65,32.11,87.6,6.5,5.1,3.2,3.3,4.6,5066.0,2.7,19.0,8.5,3.7,86.5,16.7,3.0,2.2,1.9,3.7,17.0,58.75,57.2
24.0,1,1.68,23.31,65.91,6.8,6.7,3.0,4.9,8.7,4406.0,1.0,0.0,6.7,3.5,105.9,18.5,5.3,4.1,2.5,0.9,15.0,70.88,63.99
24.0,1,1.57,26.36,64.89,7.2,5.6,4.4,4.3,5.7,6215.0,3.0,37.0,7.7,3.3,114.1,30.7,7.6,2.0,2.0,1.1,2.0,70.67,59.99
25.0,0,1.67,27.84,77.5,6.3,4.4,4.9,3.7,5.8,7136.0,3.6,46.0,5.7,4.4,87.8,41.1,3.1,0.6,2.1,3.6,14.0,60.11,36.0
25.0,1,1.78,15.67,49.65,5.9,5.9,6.4,4.0,5.7,3772.0,1.0,0.0,10.0,0.0,120.7,25.4,7.1,1.1,1.8,0.2,2.0,78.64,50.74
48.0,1,1.66,26.53,73.35,6.2,6.1,5.5,2.5,4.7,8230.0,4.2,74.0,4.8,6.7,120.6,18.5,4.1,1.5,1.7,0.9,1.0,74.91,44.17
27.0,0,1.75,25.52,78.28,6.9,4.8,3.3,1.8,4.2,8419.0,3.2,69.0,9.5,0.0,106.9,26.5,8.5,1.2,1.9,6.1,11.0,81.31,69.75
34.0,1,1.68,28.26,80.2,5.5,3.8,5.8,5.1,7.5,3834.0,1.0,0.0,5.9,5.7,79.7,32.5,4.3,2.4,2.0,2.4,8.0,56.08,42.02
60.0,0,1.73,13.75,40.95,6.4,4.7,4.0,5.0,6.3,9782.0,2.5,78.0,2.7,8.6,77.8,30.0,3.3,1.7,1.3,2.8,13.0,61.08,53.01
40.0,1,1.61,22.65,58.58,4.6,4.1,7.4,6.4,7.3,5544.0,3.6,21.0,7.0,3.6,73.8,46.9,6.4,2.4,2.0,2.8,1.0,48.04,39.96
49.0,1,1.71,19.51,56.83,6.6,7.5,4.8,2.8,7.3,4739.0,1.4,12.0,6.6,5.2,109.0,19.3,4.1,1.2,2.9,0.1,8.0,81.14,57.75
26.0,1,1.46,33.51,71.5,6.0,6.3,4.4,5.0,6.6,7619.0,1.7,53.0,3.9,8.3,65.8,27.0,3.3,2.8,1.7,0.5,3.0,59.61,54.21
27.0,1,1.69,27.19,77.21,6.7,6.8,4.3,3.6,6.3,5852.0,3.0,35.0,4.2,5.7,103.5,37.4,4.0,1.3,1.3,1.4,60.0,67.52,80.95
20.0,0,1.57,37.53,92.45,7.0,6.5,6.1,5.8,6.2,8946.0,4.0,75.0,6.0,3.2,68.4,36.9,4.9,0.5,1.9,0.9,12.0,75.23,52.19
26.0,1,1.8,19.39,62.58,7.1,6.5,2.2,5.5,7.3,5351.0,4.3,15.0,6.7,1.4,106.5,9.4,7.7,3.7,1.6,1.1,17.0,73.62,83.14
31.0,1,1.76,20.14,62.54,4.9,3.5,7.6,4.3,6.2,4627.0,1.0,0.0,1.1,10.0,90.3,25.0,1.1,0.0,1.2,3.0,6.0,18.64,6.88
26.0,0,1.74,28.91,87.25,6.1,6.3,4.6,3.5,6.0,5424.0,4.1,27.0,8.1,1.5,116.7,36.9,5.0,0.8,2.1,0.0,1.0,76.42,57.34
22.0,1,1.82,22.43,74.45,7.9,6.6,1.8,5.4,4.7,7292.0,3.1,65.0,5.0,6.1,112.8,48.1,6.2,0.9,1.6,2.2,56.0,71.3,97.11
24.0,1,1.62,33.75,89.01,6.5,6.6,6.1,5.0,7.1,3695.0,1.0,0.0,3.3,5.9,118.7,30.6,5.4,4.0,1.6,0.0,5.0,55.97,55.79
40.0,0,1.84,21.96,74.33,6.3,6.0,5.1,3.0,3.8,3859.0,1.0,0.0,7.9,3.7,119.2,22.1,7.6,3.3,2.1,0.1,8.0,72.8,66.84
28.0,1,1.77,16.72,52.64,7.0,6.4,5.2,2.0,4.3,7320.0,2.4,41.0,6.0,3.3,92.9,16.9,4.9,3.0,1.1,1.0,16.0,74.84,60.37
35.0,1,1.68,17.69,50.0,6.5,5.1,5.3,3.6,4.5,5098.0,1.0,0.0,8.4,0.4,66.8,42.7,4.6,1.2,1.0,3.7,0.0,69.11,47.66
42.0,0,1.79,14.57,46.73,6.9,6.6,4.1,6.3,7.4,6932.0,3.0,46.0,6.9,2.9,68.9,30.8,6.2,3.9,2.4,0.3,25.0,83.51,68.14
50.0,1,1.61,30.78,79.93,5.4,5.3,6.2,5.7,7.4,4443.0,1.7,7.0,6.0,3.5,48.3,18.2,5.2,1.9,0.8,1.6,12.0,35.28,49.68
20.0,0,1.63,32.89,87.83,7.2,5.5,4.7,2.3,3.3,5949.0,1.5,35.0,5.7,4.9,68.3,23.4,4.2,2.5,1.4,2.3,5.0,55.93,54.26
56.0,0,1.65,35.84,97.74,5.6,4.5,7.6,2.2,3.8,4412.0,1.0,0.0,7.0,3.0,91.4,27.5,6.0,1.7,0.9,0.5,1.0,50.49,22.13
48.0,0,1.66,30.08,82.65,5.3,5.1,7.0,5.9,6.7,8388.0,1.0,55.0,5.2,5.5,78.8,29.4,3.7,1.5,1.7,1.4,3.0,44.42,39.36
22.0,1,1.62,33.51,87.44,7.3,6.1,1.9,2.3,2.5,6135.0,2.5,21.0,4.3,5.4,86.4,17.8,3.8,1.2,2.3,4.8,34.0,45.22,79.88
59.0,1,1.8,18.97,61.3,6.2,6.4,5.0,4.8,7.8,8048.0,3.2,58.0,7.2,2.1,99.9,20.1,3.9,1.3,2.1,1.4,17.0,86.0,50.37
61.0,0,1.68,18.67,52.65,7.2,6.1,4.4,3.1,3.8,8456.0,1.9,65.0,5.7,3.7,83.9,11.8,7.7,2.1,3.4,0.3,4.0,81.74,69.31
21.0,0,1.73,27.71,82.75,4.2,3.6,9.4,6.4,8.2,4416.0,1.0,0.0,6.1,6.0,67.6,33.3,0.0,1.9,2.7,2.0,1.0,37.77,0.0
31.0,1,1.65,27.87,76.27,6.0,4.5,6.8,2.8,5.6,7453.0,4.2,58.0,8.2,2.0,88.9,22.3,5.8,1.5,1.4,1.8,18.0,77.29,35.2
56.0,0,1.55,29.64,71.61,6.9,6.2,4.9,5.7,7.1,3632.0,1.0,0.0,5.8,2.2,72.0,28.7,5.1,3.0,1.3,0.1,13.0,70.42,55.22
53.0,1,1.72,25.58,75.81,7.3,7.4,4.5,4.3,5.5,3990.0,1.0,0.0,6.0,3.4,84.6,36.4,1.6,0.0,3.6,0.2,8.0,72.27,58.53
27.0,1,1.55,31.27,74.85,8.2,7.4,3.9,4.4,6.6,9075.0,4.0,81.0,4.8,5.3,116.9,26.8,5.6,2.0,2.6,0.3,7.0,73.18,71.64
28.0,1,1.69,31.09,89.26,7.6,6.8,5.3,1.0,4.2,6444.0,3.0,53.0,6.9,5.0,84.6,24.1,6.0,2.2,2.4,0.3,4.0,71.61,63.41
35.0,1,1.59,35.35,89.42,7.5,7.1,6.8,0.7,1.5,8634.0,1.6,79.0,6.7,4.3,125.4,26.6,6.2,2.6,2.0,0.6,17.0,80.69,67.37
41.0,0,1.86,22.62,78.16,5.8,4.8,4.8,3.7,5.5,5043.0,2.9,24.0,7.8,1.3,118.6,25.5,0.0,1.4,2.2,1.2,53.0,67.38,52.62
47.0,1,1.77,26.31,82.69,7.4,7.4,2.3,4.4,4.6,7114.0,2.1,43.0,4.8,7.6,78.4,35.0,7.7,1.7,1.1,0.9,3.0,71.49,77.34
35.0,1,1.71,26.62,77.71,7.7,5.8,3.7,2.3,3.9,6930.0,4.1,53.0,5.1,4.9,67.8,27.5,3.5,2.5,2.1,4.4,14.0,65.25,68.99
40.0,1,1.8,19.45,63.08,6.7,5.6,3.7,2.4,4.4,6399.0,3.6,37.0,7.6,3.7,88.9,20.6,6.4,3.0,2.0,1.9,8.0,72.69,69.23
53.0,0,1.63,30.53,81.35,6.6,5.3,3.8,4.8,6.0,3650.0,1.0,0.0,6.5,2.3,113.1,33.4,6.5,1.2,1.5,4.2,9.0,47.9,60.63
20.0,1,1.74,16.15,49.08,6.0,5.8,5.5,4.8,6.4,5230.0,3.1,7.0,4.2,3.4,80.2,34.8,3.2,1.8,1.7,1.5,4.0,61.36,46.73
30.0,0,1.72,29.14,85.81,5.8,6.4,4.3,3.8,4.4,5719.0,1.7,43.0,8.6,0.0,108.2,14.3,6.3,3.2,2.9,0.2,26.0,92.29,78.02
52.0,0,1.72,17.58,52.08,5.8,5.1,6.9,5.2,7.2,4238.0,1.0,0.0,2.6,4.1,114.2,37.3,4.2,0.0,1.9,1.2,10.0,54.15,42.21
60.0,0,1.8,22.88,74.29,5.8,5.1,7.5,2.2,5.3,3361.0,1.0,0.0,7.6,4.5,74.5,27.9,0.9,0.8,3.2,3.5,12.0,68.28,35.88
42.0,1,1.76,18.54,57.32,6.9,6.4,5.4,3.5,4.4,6511.0,3.1,46.0,3.5,6.7,76.5,27.3,7.3,3.0,1.0,0.4,5.0,68.18,64.26
43.0,1,1.72,26.37,78.3,7.4,6.5,3.6,6.5,7.8,6202.0,3.9,35.0,9.8,0.0,104.3,33.1,3.4,2.6,1.7,0.2,3.0,89.69,56.49
23.0,1,1.57,28.28,69.49,6.0,5.2,4.7,4.1,6.6,7954.0,3.2,64.0,2.9,7.5,93.0,20.5,3.3,2.0,1.1,0.8,1.0,62.79,50.94
39.0,1,1.62,17.49,46.08,5.4,4.5,5.2,4.2,7.4,5425.0,4.3,22.0,8.3,1.9,76.3,32.6,4.2,1.1,1.3,1.0,19.0,60.77,42.9
43.0,0,1.69,26.71,76.31,5.8,5.1,6.3,7.5,8.0,4969.0,1.0,15.0,5.8,4.8,83.0,22.0,5.5,0.6,1.5,0.7,3.0,68.24,37.01
29.0,1,1.71,21.04,61.33,7.2,7.2,5.6,1.9,3.7,6475.0,2.8,47.0,5.3,5.9,88.6,13.2,4.9,0.9,2.2,0.3,18.0,72.94,55.76
31.0,0,1.61,32.12,83.22,6.5,6.4,5.7,5.2,7.5,3918.0,1.0,0.0,6.4,3.3,58.7,17.0,6.1,3.0,2.2,0.6,7.0,57.96,60.87
36.0,1,1.89,19.54,70.02,5.5,4.1,6.7,6.5,8.4,4724.0,4.0,12.0,7.3,1.9,105.3,29.5,2.3,0.9,1.6,2.3,8.0,66.97,27.49
19.0,1,1.82,22.89,75.93,6.1,4.7,5.1,3.5,3.0,5074.0,4.3,16.0,4.2,6.6,80.4,17.4,3.5,1.6,0.7,1.0,9.0,58.11,53.86
33.0,1,1.75,18.21,55.64,5.9,4.6,5.7,5.3,7.8,5611.0,3.0,27.0,4.4,6.4,40.0,37.9,4.8,0.7,2.9,2.0,7.0,59.11,41.41
28.0,1,1.71,21.02,61.16,7.2,5.9,5.1,2.5,6.0,9643.0,2.5,88.0,7.3,2.8,89.5,34.5,8.8,2.3,1.8,1.5,2.0,84.05,72.96
33.0,0,1.68,22.28,63.12,4.7,4.2,7.0,3.0,5.1,4047.0,1.0,0.0,2.6,9.6,75.2,35.7,4.8,1.0,1.3,1.6,6.0,27.97,40.41
24.0,0,1.62,31.42,82.85,7.1,7.1,4.3,4.6,5.5,7718.0,1.9,60.0,4.8,4.7,123.8,26.0,7.2,1.4,2.2,0.6,16.0,73.44,61.72
60.0,1,1.71,32.69,95.16,6.2,5.2,5.1,5.2,6.7,6322.0,3.8,42.0,10.0,0.0,78.3,27.1,5.1,0.0,2.1,1.5,16.0,75.46,54.99
46.0,0,1.72,19.56,57.92,5.8,6.5,6.7,5.7,9.5,8187.0,3.5,79.0,4.1,6.4,68.0,15.5,4.0,0.0,1.8,0.0,5.0,73.55,36.36
50.0,0,1.6,33.63,86.15,6.1,4.7,8.4,6.4,9.3,10520.0,2.9,107.0,8.3,1.0,100.2,33.0,4.5,1.5,2.1,1.1,9.0,82.91,28.97
55.0,0,1.73,12.56,37.45,6.3,5.4,4.2,3.9,6.5,9376.0,3.5,80.0,4.8,5.7,76.8,28.0,4.7,0.2,1.3,1.7,3.0,74.81,48.1
41.0,1,1.69,18.29,52.09,5.8,5.9,8.7,5.8,8.1,7545.0,3.1,55.0,7.0,2.1,74.4,29.5,6.2,3.6,2.5,0.4,4.0,83.4,20.81
22.0,0,1.55,23.23,55.62,7.2,7.0,3.1,3.5,4.8,3591.0,1.0,0.0,7.3,2.3,100.2,38.5,7.7,0.0,1.4,0.6,0.0,77.49,69.48
43.0,0,1.63,18.68,49.71,7.1,6.3,3.3,5.4,7.2,4574.0,4.0,3.0,8.3,3.6,69.2,20.2,5.7,0.7,1.6,0.5,34.0,75.52,67.0
46.0,1,1.67,16.64,46.25,5.8,6.1,6.3,4.3,6.2,6421.0,1.9,43.0,5.6,4.0,60.9,24.0,7.4,1.5,2.4,0.1,4.0,76.48,50.36
53.0,1,1.85,22.24,76.19,4.5,4.8,7.9,4.7,7.2,4357.0,1.0,0.0,10.0,0.0,124.5,27.6,3.1,1.1,2.7,0.9,4.0,63.11,10.26
38.0,0,1.74,21.95,66.79,5.4,2.6,4.3,4.6,8.1,7112.0,1.3,55.0,4.8,6.3,101.6,17.5,4.2,0.4,3.0,7.7,5.0,28.92,29.06
24.0,0,1.59,29.82,75.69,6.5,6.1,4.0,1.6,4.7,4177.0,1.0,0.0,6.5,2.5,84.7,23.5,3.6,0.5,2.6,0.9,2.0,74.62,49.43
31.0,0,1.74,26.58,80.36,8.9,8.1,4.4,2.3,2.9,7987.0,3.6,71.0,6.5,2.8,89.9,28.9,5.6,0.5,1.8,1.2,15.0,87.32,77.72
35.0,0,1.58,29.78,73.98,5.1,4.2,9.5,4.2,6.4,4733.0,1.7,16.0,3.8,6.8,100.1,22.4,4.3,1.2,1.1,2.1,1.0,34.76,4.85
48.0,0,1.79,25.02,79.87,6.2,6.1,6.7,1.5,4.2,5337.0,2.6,35.0,5.4,5.5,109.5,35.5,6.5,3.5,2.8,2.1,2.0,67.93,53.26
45.0,1,1.66,24.95,68.96,4.8,2.6,5.6,5.2,7.9,4939.0,3.0,11.0,6.3,4.9,74.9,12.9,3.1,1.6,2.8,6.0,16.0,35.38,29.44
35.0,1,1.69,18.22,52.2,5.6,4.4,2.0,5.3,6.7,4185.0,1.0,0.0,5.1,4.1,97.3,34.0,5.1,2.7,1.6,3.9,6.0,49.25,63.29
64.0,1,1.81,26.32,85.87,6.0,4.2,5.7,4.5,9.4,8446.0,2.7,71.0,10.0,0.6,79.9,30.3,6.4,2.0,2.6,3.2,18.0,81.75,51.1
46.0,0,1.6,23.98,61.16,6.1,4.1,5.7,2.3,3.0,8561.0,1.8,74.0,4.3,5.2,86.2,20.4,0.9,2.6,1.8,6.1,12.0,59.28,55.55
29.0,1,1.59,22.19,55.97,6.5,5.5,4.5,6.1,7.0,5152.0,2.9,26.0,8.4,1.0,93.2,17.6,9.2,0.0,2.9,0.5,4.0,79.56,66.02
23.0,0,1.65,24.63,67.33,6.1,5.2,4.8,7.1,9.3,7794.0,1.3,55.0,7.7,3.5,89.9,8.4,4.4,1.2,1.7,1.9,16.0,77.28,44.84
25.0,1,1.78,17.71,56.31,4.8,2.7,7.5,4.2,8.3,5598.0,2.8,18.0,6.0,3.5,104.7,18.6,0.9,2.8,3.2,4.4,2.0,39.5,19.62
30.0,1,1.58,25.58,63.74,5.9,5.5,3.7,4.8,5.9,6378.0,2.6,46.0,4.3,6.0,99.7,33.4,5.3,0.9,2.5,2.0,12.0,71.13,53.71
26.0,0,1.47,34.62,75.16,4.8,2.8,8.2,4.3,6.0,6451.0,2.9,36.0,4.5,5.7,59.8,24.6,5.1,3.3,3.1,7.6,9.0,24.02,9.69
27.0,1,1.66,27.17,75.23,5.2,5.6,8.4,4.8,7.9,7124.0,2.4,45.0,5.0,4.0,62.8,34.3,4.8,3.0,1.7,0.2,5.0,59.9,16.14
31.0,0,1.74,18.58,56.53,6.7,5.8,5.6,3.8,5.8,8202.0,1.5,74.0,2.4,8.5,82.6,20.0,7.0,1.0,2.2,1.2,14.0,64.62,54.98
26.0,1,1.8,19.43,62.68,6.3,4.3,4.0,3.9,5.6,7008.0,2.6,53.0,4.0,6.6,126.6,30.7,6.5,1.0,1.4,7.6,31.0,56.6,71.31
60.0,0,1.66,31.14,86.11,7.7,6.9,2.3,5.4,7.9,5845.0,3.9,26.0,3.0,5.0,73.0,19.3,5.6,0.5,2.5,1.0,60.0,56.34,76.96
22.0,0,1.67,27.87,77.45,4.2,3.6,6.0,7.5,9.8,3851.0,4.3,10.0,8.7,1.6,85.8,17.3,5.9,0.9,2.5,2.7,14.0,50.5,38.52
43.0,1,1.79,31.48,101.13,5.9,6.7,7.6,1.9,4.9,3484.0,5.0,0.0,7.2,2.0,79.3,24.1,4.8,0.3,3.4,0.1,8.0,70.66,16.21
37.0,0,1.55,36.48,87.7,5.9,4.7,6.5,3.8,7.1,5978.0,4.7,41.0,7.6,3.5,78.9,19.7,8.6,1.9,2.3,2.4,4.0,62.74,49.88
64.0,1,1.67,31.29,87.16,4.5,3.5,6.0,2.2,4.5,3102.0,1.0,0.0,7.2,1.4,93.6,12.7,2.0,0.0,2.4,5.5,4.0,29.44,28.6
23.0,0,1.72,16.72,49.18,6.2,5.9,7.4,6.4,8.7,8340.0,2.6,63.0,6.3,3.3,118.0,23.5,5.3,2.1,1.7,1.0,10.0,86.13,46.22
37.0,1,1.74,27.03,81.46,6.5,5.9,6.0,3.1,5.3,4474.0,3.0,24.0,8.9,1.4,99.1,25.9,5.1,2.1,2.3,0.0,7.0,85.73,50.8
64.0,1,1.66,25.14,69.2,7.1,6.0,3.7,1.8,4.3,4951.0,2.9,13.0,4.8,5.3,73.9,35.1,6.6,0.0,1.8,0.1,37.0,65.78,66.53
59.0,1,1.7,21.29,61.74,4.2,2.5,7.6,5.0,7.0,4406.0,1.0,0.0,6.2,4.5,145.1,32.5,3.3,3.0,2.1,4.5,7.0,40.58,0.61
56.0,0,1.5,32.19,72.52,5.3,5.1,7.7,6.6,8.6,5942.0,5.0,35.0,7.5,1.0,91.6,34.8,1.5,2.0,2.1,2.6,7.0,52.15,5.33
30.0,0,1.65,31.02,84.18,6.0,6.6,7.3,5.0,8.2,4561.0,1.9,15.0,3.4,8.3,78.5,30.8,5.3,2.2,1.8,0.2,7.0,50.06,46.03
26.0,0,1.74,25.71,77.51,6.9,6.5,5.1,4.3,7.8,9062.0,2.3,82.0,10.0,0.5,118.2,27.7,5.6,0.7,2.0,0.1,27.0,100.0,60.58
49.0,0,1.62,21.61,56.82,5.9,4.8,3.8,4.6,5.1,4001.0,1.0,0.0,6.1,5.3,80.6,15.2,8.0,2.1,1.8,3.3,16.0,57.54,65.13
62.0,1,1.7,27.92,81.14,5.2,4.6,5.4,6.1,8.1,5512.0,2.4,17.0,6.3,4.6,123.3,26.2,2.5,2.6,1.8,3.3,14.0,46.49,47.58
44.0,1,1.74,20.06,60.44,7.5,6.9,3.4,2.7,4.0,4808.0,3.4,35.0,8.5,1.5,72.6,29.8,7.3,1.4,2.6,0.3,6.0,86.28,67.5
45.0,1,1.67,26.18,73.25,7.5,7.3,1.0,3.8,5.5,4764.0,4.0,20.0,7.8,0.9,118.6,36.7,9.7,3.5,2.1,0.7,26.0,83.34,85.21
31.0,1,1.71,22.29,65.45,6.7,5.6,4.5,3.3,5.7,6455.0,3.5,36.0,6.1,3.4,94.0,30.5,4.2,1.5,2.2,3.0,1.0,68.36,53.86
54.0,1,1.62,25.33,66.72,6.9,6.2,3.0,2.2,4.9,6935.0,3.2,48.0,6.3,5.3,115.8,34.9,2.4,2.6,1.1,1.5,31.0,76.35,75.03
27.0,1,1.68,28.75,81.49,5.2,2.9,4.5,3.5,5.4,7410.0,3.9,51.0,3.0,8.4,128.0,16.7,4.2,1.8,2.3,6.3,11.0,24.45,52.42
33.0,0,1.75,17.79,54.4,6.4,5.2,7.7,5.7,5.7,8620.0,2.1,75.0,4.9,4.5,67.3,22.4,5.0,2.1,2.3,1.3,8.0,79.83,36.47
38.0,1,1.71,33.82,99.18,5.7,3.3,4.8,4.8,5.9,3933.0,1.0,0.0,7.0,0.1,115.5,28.4,6.1,0.0,1.8,2.3,10.0,50.2,44.44
42.0,1,1.65,15.62,42.68,6.3,6.2,6.1,5.0,7.9,6421.0,3.5,43.0,6.9,2.9,61.8,34.3,3.8,1.9,3.3,1.4,17.0,80.22,51.7
29.0,1,1.72,20.68,61.03,5.8,3.8,4.8,4.2,3.5,6119.0,1.0,16.0,8.4,1.3,69.1,23.8,8.1,0.8,0.6,5.7,0.0,58.6,51.82
23.0,0,1.76,24.47,75.55,5.9,5.2,7.7,4.8,8.0,7320.0,4.4,43.0,5.8,4.0,73.9,24.3,2.8,0.7,2.5,1.0,31.0,71.11,18.33
47.0,0,1.54,33.38,78.76,6.2,4.8,5.0,2.8,5.3,6226.0,3.3,33.0,3.2,7.3,100.1,30.5,1.5,3.2,2.4,0.5,9.0,52.39,45.74
32.0,0,1.79,21.31,68.49,6.2,5.4,5.0,3.5,6.9,4367.0,3.2,5.0,8.1,2.8,90.7,16.0,7.2,1.3,2.3,0.8,6.0,72.43,50.82
45.0,1,1.67,24.7,69.14,4.9,3.4,6.5,4.3,6.1,4571.0,1.4,5.0,8.9,2.1,86.7,37.9,0.5,0.5,2.1,3.8,2.0,45.28,22.61
25.0,1,1.73,25.33,76.16,5.8,4.8,6.7,4.4,4.4,7235.0,1.7,47.0,7.8,2.6,92.9,18.0,4.6,1.1,2.3,1.4,9.0,77.8,48.2
41.0,0,1.8,20.63,66.53,5.6,5.4,6.3,4.5,6.9,6192.0,2.6,33.0,5.7,2.5,101.8,9.7,11.2,0.2,2.5,0.9,10.0,71.54,56.03
43.0,1,1.59,35.94,90.9,5.3,4.9,6.4,3.8,7.1,4255.0,3.8,11.0,8.1,1.6,103.4,25.1,5.0,2.9,1.6,1.6,8.0,43.9,50.64
20.0,0,1.64,30.59,82.59,6.6,5.5,7.4,3.4,6.4,6994.0,1.0,35.0,10.0,2.3,111.9,38.6,2.8,0.8,2.2,0.3,17.0,69.44,41.05
34.0,0,1.68,29.55,83.09,5.5,4.8,6.9,8.7,10.1,7312.0,3.8,53.0,6.2,4.1,126.4,29.7,4.9,2.0,1.9,0.0,8.0,73.54,43.18
24.0,0,1.64,20.71,55.51,5.9,4.9,3.6,5.4,7.4,6327.0,2.6,22.0,3.4,7.0,89.6,31.0,4.9,2.9,1.3,0.7,49.0,58.25,73.45
21.0,1,1.84,20.35,68.81,5.6,5.9,6.8,4.6,6.1,4439.0,2.8,6.0,4.8,5.5,79.6,25.3,5.3,1.0,2.4,1.9,14.0,61.31,50.34
65.0,1,1.63,24.61,65.49,6.1,5.9,4.7,3.7,4.8,3877.0,1.0,0.0,7.3,3.2,102.3,23.8,6.3,2.0,1.7,2.5,25.0,71.24,65.98
33.0,0,1.66,20.04,54.92,5.7,4.1,5.1,3.3,6.3,6839.0,3.3,36.0,2.8,4.8,67.1,12.6,2.9,0.5,1.1,3.5,2.0,60.76,51.2
56.0,1,1.72,25.6,75.4,5.2,2.6,5.8,3.8,4.6,4151.0,1.0,0.0,6.3,3.4,76.4,6.9,8.4,3.9,1.7,5.2,8.0,31.93,53.45
30.0,0,1.6,24.08,61.94,7.1,6.4,4.9,4.4,5.5,6352.0,3.6,38.0,6.8,3.2,110.0,26.6,5.5,2.4,1.5,1.1,6.0,74.0,51.69
50.0,1,1.67,28.68,79.83,7.9,6.6,3.2,1.2,2.1,7906.0,1.0,75.0,9.1,2.2,87.5,35.5,6.5,1.3,2.6,2.7,13.0,92.76,75.82
54.0,1,1.73,18.12,53.95,7.5,7.1,4.8,1.6,2.2,5823.0,2.5,25.0,8.6,1.4,65.8,27.8,3.7,0.7,2.1,0.2,30.0,86.28,64.14
46.0,1,1.67,34.21,95.79,5.9,6.1,4.8,3.0,5.2,4006.0,3.2,4.0,7.7,0.6,60.2,30.0,7.6,1.4,2.8,0.1,1.0,72.45,64.04
40.0,0,1.69,19.74,56.56,8.0,7.5,6.9,4.3,7.5,9248.0,2.7,91.0,1.7,8.8,91.0,37.7,4.5,1.2,1.6,0.3,1.0,74.87,48.71
37.0,1,1.66,26.67,73.29,7.5,6.1,5.1,3.6,5.5,8561.0,1.2,80.0,7.8,1.4,112.8,27.6,5.6,3.5,2.5,1.2,28.0,90.0,65.97
34.0,1,1.58,32.85,81.88,6.4,6.1,5.0,6.2,6.7,4220.0,1.0,0.0,7.4,1.4,112.6,24.0,3.1,0.3,3.7,0.5,4.0,67.03,43.06
62.0,0,1.73,20.63,61.44,6.1,6.1,5.5,1.8,4.6,5519.0,1.8,38.0,6.5,2.7,92.2,18.5,3.0,1.6,2.2,0.7,17.0,79.32,54.35
57.0,1,1.84,24.44,82.79,6.2,5.0,7.1,2.9,6.6,6331.0,2.9,41.0,2.5,8.0,130.2,41.2,6.4,1.5,2.5,2.1,12.0,56.33,42.14
63.0,0,1.7,17.81,51.56,6.4,6.0,3.7,6.3,7.6,7114.0,3.2,44.0,4.4,6.8,87.9,29.2,4.1,1.4,2.4,0.9,27.0,72.24,65.26
24.0,1,1.72,31.1,91.78,6.3,5.3,6.6,4.2,5.7,7648.0,3.0,71.0,3.7,6.8,87.2,17.5,3.3,1.4,1.1,1.6,2.0,52.23,42.16
52.0,0,1.76,22.79,70.21,5.3,5.9,5.3,5.3,7.8,6312.0,4.2,37.0,2.0,8.7,40.0,15.6,3.7,1.4,2.4,1.1,2.0,47.4,57.91
62.0,1,1.6,23.9,61.05,4.6,3.9,7.9,7.1,10.7,5869.0,2.9,36.0,6.0,4.5,81.1,35.0,6.4,2.4,2.2,0.4,12.0,47.28,11.72
27.0,1,1.84,19.43,65.51,7.4,7.4,4.9,3.0,4.4,7149.0,3.4,56.0,4.4,5.7,107.0,16.7,3.7,2.1,1.8,0.2,44.0,77.49,70.87
21.0,0,1.72,27.89,82.13,7.8,6.3,4.5,3.9,4.5,9133.0,2.9,72.0,10.0,0.7,121.3,39.8,4.8,1.9,1.5,0.5,8.0,92.95,60.17
53.0,0,1.83,18.27,61.23,6.2,6.8,8.9,3.6,6.2,6496.0,3.6,55.0,5.7,1.9,73.4,5.0,5.0,0.0,2.4,0.1,6.0,80.07,36.04
